"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude" 
"216","RT @quotethisprojuk: #Win a 500£ gift voucher at B&amp;Q !
Download the FREE app and RT to be entered. 
Next winner announced on April 25. 
#uk…",FALSE,0,NA,2018-03-26 20:25:15,FALSE,NA,"978367295499259905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","callmemoomiin",61,TRUE,FALSE,NA,NA
"217","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 20:25:10,FALSE,NA,"978367274326413315",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","callmemoomiin",96,TRUE,FALSE,NA,NA
"218","RT @quotethisprojuk: #WIN a 500£ gift voucher at B&amp;Q !!!
How? Follow us and Retweet to be entered. 
Winner announced on March 1st 2018.
#uk…",FALSE,0,NA,2018-03-26 20:25:00,FALSE,NA,"978367235415789572",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","callmemoomiin",930,TRUE,FALSE,NA,NA
"219","RT @quotethisprojuk: #WIN a the next 500£ B&amp;Q gift voucher for March. 
How? Simply download free our app. 

#uk #UKBizLunch  #England  #UKJ…",FALSE,0,NA,2018-03-26 20:14:20,FALSE,NA,"978364548959952896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",48,TRUE,FALSE,NA,NA
"220","RT @quotethisprojuk: Contractors...Trusted Traders...
Sign up as a Contractor on our FREE app and receive 25£ just for singing up. Get more…",FALSE,0,NA,2018-03-26 20:14:16,FALSE,NA,"978364533373841409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",7,TRUE,FALSE,NA,NA
"221","RT @quotethisprojuk: #WIN the next 500£ B&amp;Q gift voucher for April 25. 
How? Simply download our free app. 

#uk #UKBizLunch  #England  #UK…",FALSE,0,NA,2018-03-26 20:14:12,FALSE,NA,"978364515166441473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",32,TRUE,FALSE,NA,NA
"222","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 20:14:06,FALSE,NA,"978364491917389831",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",310,TRUE,FALSE,NA,NA
"223","RT @quotethisprojuk: #Win a 500£ gift voucher at B&amp;Q !
Download the FREE app and RT to be entered. 
Next winner announced on April 25. 
#uk…",FALSE,0,NA,2018-03-26 20:14:04,FALSE,NA,"978364481364484096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",61,TRUE,FALSE,NA,NA
"224","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 20:13:59,FALSE,NA,"978364463878459392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",96,TRUE,FALSE,NA,NA
"225","RT @quotethisprojuk: #WIN a 500£ gift voucher at B&amp;Q !!!
How? Follow us and Retweet to be entered. 
Winner announced on March 1st 2018.
#uk…",FALSE,0,NA,2018-03-26 20:13:51,FALSE,NA,"978364430043009024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lozzi0395",930,TRUE,FALSE,NA,NA
"226","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 20:10:31,FALSE,NA,"978363588447481856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","princessnicki22",310,TRUE,FALSE,NA,NA
"227","#britishairways  another fantastic service from British airways!!! Not. 25 wedding anniversary trip to Bali. We spo… https://t.co/cZMph6BT5s",FALSE,0,NA,2018-03-26 20:09:56,TRUE,NA,"978363442687086592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meads_nick",0,FALSE,FALSE,NA,NA
"228","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 20:09:04,FALSE,NA,"978363224881057792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SnatchTeamLaura",310,TRUE,FALSE,NA,NA
"229","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 20:03:29,FALSE,NA,"978361820896428034",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Doo_Lali",310,TRUE,FALSE,NA,NA
"230","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 20:00:08,FALSE,NA,"978360977723985922",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","designerdiva93",310,TRUE,FALSE,NA,NA
"231","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:58:53,FALSE,NA,"978360662450753536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","broganxrebecca",310,TRUE,FALSE,NA,NA
"232","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:57:37,FALSE,NA,"978360344350527488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SimonButcher76",310,TRUE,FALSE,NA,NA
"233","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:57:11,FALSE,NA,"978360234602147840",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","_LauraCarter_",310,TRUE,FALSE,NA,NA
"234","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:46:47,FALSE,NA,"978357615624425473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x_concretrose_x",310,TRUE,FALSE,NA,NA
"235","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:46:40,FALSE,NA,"978357587581292547",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jolenestanley",310,TRUE,FALSE,NA,NA
"236","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:42:22,FALSE,NA,"978356506763476992",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","leeza774",310,TRUE,FALSE,NA,NA
"237","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:39:43,FALSE,NA,"978355837780615169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lesleycarnochan",310,TRUE,FALSE,NA,NA
"238","Fly to L.A. weds with my family. Just cost me £160 to make sure we can sit together. #britishairways  daylight robbery isn't it?",FALSE,0,NA,2018-03-26 19:37:13,FALSE,NA,"978355207695368192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","si_taps67",0,FALSE,FALSE,NA,NA
"239","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:23:14,FALSE,NA,"978351691354509312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","julesjules14",310,TRUE,FALSE,NA,NA
"240","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 19:17:44,FALSE,NA,"978350307175477249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeeChaCha",96,TRUE,FALSE,NA,NA
"241","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:15:10,FALSE,NA,"978349660753588224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dianewhale1",310,TRUE,FALSE,NA,NA
"242","RT @WFInsurance: Interesting read - Is British Airways now a Budget Airline? https://t.co/pew3gFRrXT via @minitravellers #britishairways #t…",FALSE,0,NA,2018-03-26 19:13:01,FALSE,NA,"978349118899802113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minitravellers",1,TRUE,FALSE,NA,NA
"243","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 19:12:10,FALSE,NA,"978348904734515200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","esheppard02",310,TRUE,FALSE,NA,NA
"244","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:59:44,FALSE,NA,"978345777469771776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HstEnviro",310,TRUE,FALSE,NA,NA
"245","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:57:42,FALSE,NA,"978345266347732992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","casey_corr",310,TRUE,FALSE,NA,NA
"246","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:56:26,FALSE,NA,"978344945319927808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","JohnKerrylyn",310,TRUE,FALSE,NA,NA
"247","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:47:10,FALSE,NA,"978342613647544326",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BERNIEEGERTON",310,TRUE,FALSE,NA,NA
"248","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:34:40,FALSE,NA,"978339468200632321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NimbleFrog",310,TRUE,FALSE,NA,NA
"249","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:34:38,FALSE,NA,"978339459124035585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LGraty",310,TRUE,FALSE,NA,NA
"250","British Airways 747-400 G-CIVU taxis past another at San Francisco International Airport #sfo #ksfo #britishairways… https://t.co/Wn5VHU40Av",FALSE,0,NA,2018-03-26 18:25:19,TRUE,NA,"978337113379868672",NA,"<a href=""http://opennav.com"" rel=""nofollow"">OpenNav</a>","opennav",0,FALSE,FALSE,NA,NA
"251","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:21:15,FALSE,NA,"978336093526470656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MLJ_75",310,TRUE,FALSE,NA,NA
"252","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:09:13,FALSE,NA,"978333062059749377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeboothby26",310,TRUE,FALSE,NA,NA
"253","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:07:20,FALSE,NA,"978332587721715712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","janetbirkin",310,TRUE,FALSE,NA,NA
"254","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:06:41,FALSE,NA,"978332426673033216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","portandstilton",310,TRUE,FALSE,NA,NA
"255","RT @JohnHelix1: I'm looking for a breathtakingly beautiful lady that was on #BritishAirways flight #BA6410 #CapeTown - #Johannesburg , Sun…",FALSE,0,NA,2018-03-26 18:03:57,FALSE,NA,"978331739016912897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maria17Mazzone",23,TRUE,FALSE,NA,NA
"256","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 18:01:05,FALSE,NA,"978331016418004992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","14teresad",310,TRUE,FALSE,NA,NA
"257","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 17:58:30,FALSE,NA,"978330368276353024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","xmichellepalmer",310,TRUE,FALSE,NA,NA
"258","RT @uk_spotter: From this morning @British_Airways 747-436G-CIVZ passing overhead at FL120 as it descends into @HeathrowAirport from @JFKai…",FALSE,0,NA,2018-03-26 17:49:50,FALSE,NA,"978328185753530369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AviationNewsIRL",2,TRUE,FALSE,NA,NA
"259","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 17:43:18,FALSE,NA,"978326540265156608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brizy83",310,TRUE,FALSE,NA,NA
"260","#britishairways #l1011… https://t.co/62ZQHVcxS2",FALSE,1,NA,2018-03-26 17:42:57,FALSE,NA,"978326455150096385",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","getspeedbird",0,FALSE,FALSE,NA,NA
"261","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 17:40:44,FALSE,NA,"978325895483183104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jess__powell",310,TRUE,FALSE,NA,NA
"262","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 17:34:37,FALSE,NA,"978324357327085568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kayleigh86x",310,TRUE,FALSE,NA,NA
"263","#BusinessClass #London To #LosAngeles September through January 2019, under $2100 #BritishAirways. #Luxury, #Lux,… https://t.co/eazHVCZVJl",FALSE,1,NA,2018-03-26 17:32:56,TRUE,NA,"978323930661474305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bestbizfares",0,FALSE,FALSE,NA,NA
"264","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 17:00:51,FALSE,NA,"978315858052182017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Caroline66Hall",310,TRUE,FALSE,NA,NA
"265","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 16:52:54,FALSE,NA,"978313859206467584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gem_Hendry",310,TRUE,FALSE,NA,NA
"266","@British_Airways lost bag and no way to call local airport. No updated info on line. Please help! #lostbag #britishairways",FALSE,0,"British_Airways",2018-03-26 16:41:10,FALSE,NA,"978310903652372480","18332190","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_LindsayC",0,FALSE,FALSE,NA,NA
"267","Class A service from BA today on BA2579 from Turin, thanks Colin! @British_Airways #BAisTheBest #BritishAirways… https://t.co/AiVBkUe6dM",FALSE,0,NA,2018-03-26 16:19:07,TRUE,NA,"978305353770250241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LadyRouge",0,FALSE,FALSE,NA,NA
"268","RT @uk_spotter: From this morning @British_Airways 747-436G-CIVZ passing overhead at FL120 as it descends into @HeathrowAirport from @JFKai…",FALSE,0,NA,2018-03-26 16:16:43,FALSE,NA,"978304750868488194",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",2,TRUE,FALSE,NA,NA
"269","From this morning @British_Airways 747-436G-CIVZ passing overhead at FL120 as it descends into @HeathrowAirport fro… https://t.co/dE9xHgEXWS",FALSE,14,NA,2018-03-26 16:16:06,TRUE,NA,"978304594890706944",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","uk_spotter",2,FALSE,FALSE,NA,NA
"270","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 16:15:10,FALSE,NA,"978304362844971009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lanct22",310,TRUE,FALSE,NA,NA
"271","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 16:01:05,FALSE,NA,"978300816359649280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dobbindo12",310,TRUE,FALSE,NA,NA
"272","Great service on #britishairways from Venice to #Gatwick added bonus serenade by on board choir fab x",FALSE,0,NA,2018-03-26 15:58:54,FALSE,NA,"978300269648891904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","debguv",0,FALSE,FALSE,NA,NA
"273","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 15:55:30,FALSE,NA,"978299411485872129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bluebubblegum03",310,TRUE,FALSE,NA,NA
"274","RT @Rob_A_Daniel: Injured yourself and the doctor says you're unable to fly? You have full documentation to hand and cancel a full 6 weeks…",FALSE,0,NA,2018-03-26 15:49:09,FALSE,NA,"978297815855190017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scla55",3,TRUE,FALSE,NA,NA
"275","Be seeing 3 of you in May! @HeathrowAirport @ChangiAirport @HKG again, thank you @British_Airways for getting me to… https://t.co/unt3nczgjQ",FALSE,0,NA,2018-03-26 15:28:02,TRUE,NA,"978292499210035202",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Callumundo",0,FALSE,FALSE,NA,NA
"276","RT @sl2016_sl: Checking in and our flight home is delayed...great.  Cheers #BritishAirways <ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,0,NA,2018-03-26 15:22:29,FALSE,NA,"978291104159322112",NA,"<a href=""http://wendymay2017.com"" rel=""nofollow"">wendymay2017</a>","wendy1971june",2,TRUE,FALSE,NA,NA
"277","I hate flying. That is all. See you on the other side #britishairways #JFK",FALSE,0,NA,2018-03-26 15:22:22,FALSE,NA,"978291072597155841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeJFletcher",0,FALSE,FALSE,NA,NA
"278","When you have an 11hr flight, are 6'4, pay £65 for emergency exit seat and get surprised with this!… https://t.co/EpdngpVxpB",FALSE,2,NA,2018-03-26 15:10:26,TRUE,NA,"978288070624768001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OfficialSmiddy",0,FALSE,FALSE,NA,NA
"279","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 14:58:07,FALSE,NA,"978284969570250753",NA,"<a href=""http://twitter.com/StopBrexitBot"" rel=""nofollow"">Stop Brexit Bot</a>","StopBrexitBot",310,TRUE,FALSE,NA,NA
"280","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 14:54:35,FALSE,NA,"978284083003514880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gilltracy",310,TRUE,FALSE,NA,NA
"281","#britishairways that was the most horrible experience and you made me to pay for it! I booked in advance to have wi… https://t.co/youkwFiCh2",FALSE,1,NA,2018-03-26 14:36:52,TRUE,NA,"978279622629560320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raverpol",0,FALSE,FALSE,NA,NA
"282","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 14:35:21,FALSE,NA,"978279242327908360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rfsev1",310,TRUE,FALSE,NA,NA
"283","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 14:15:36,FALSE,NA,"978274272912334848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gemhuelin83",310,TRUE,FALSE,NA,NA
"284","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 14:11:58,FALSE,NA,"978273359153827842",NA,"<a href=""http://www.test.com"" rel=""nofollow"">RTFL 17a</a>","Lordsnooty27",96,TRUE,FALSE,NA,NA
"285","RT @quotethisprojuk: #Win a 500£ gift voucher at B&amp;Q !
Download the FREE app and RT to be entered. 
Next winner announced on April 25. 
#uk…",FALSE,0,NA,2018-03-26 14:07:41,FALSE,NA,"978272279346982912",NA,"<a href=""http://www.test.com"" rel=""nofollow"">RTFL 17a</a>","Lordsnooty27",61,TRUE,FALSE,NA,NA
"286","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 13:48:24,FALSE,NA,"978267425786482688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jo4chelsea",96,TRUE,FALSE,NA,NA
"287","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 13:48:21,FALSE,NA,"978267412612222976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jp_harris19",310,TRUE,FALSE,NA,NA
"288","RT @flybyday63: Evening Take off <U+2708><U+FE0F> #Airbus #A380 #BritishAirways #Speedbird #MyrtleAvenue https://t.co/eY6j5gvmdL",FALSE,0,NA,2018-03-26 13:45:29,FALSE,NA,"978266691242049541",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buloumaafu",16,TRUE,FALSE,NA,NA
"289","RT @quotethisprojuk: #Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q
 
How? Follow us and Retweet to be entered. 
Next winner…",FALSE,0,NA,2018-03-26 13:42:23,FALSE,NA,"978265910652952576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sarah_Sazzle_",310,TRUE,FALSE,NA,NA
"290","RT @quotethisprojuk: #Win a 500£ gift voucher at B&amp;Q !
Download the FREE app and RT to be entered. 
Next winner announced on April 25. 
#uk…",FALSE,0,NA,2018-03-26 13:42:20,FALSE,NA,"978265901081550849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sarah_Sazzle_",61,TRUE,FALSE,NA,NA
"291","RT @quotethisprojuk: Contractors...Homeowners...
#WIN a 500£ gift voucher at B&amp;Q !
Download the app and Retweet to be entered. 
Winner anno…",FALSE,0,NA,2018-03-26 13:42:17,FALSE,NA,"978265887240327170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sarah_Sazzle_",96,TRUE,FALSE,NA,NA
"292","Very sad from having bad experience with rude customer service @British_Airways in Dublin. #CustomerExperience… https://t.co/C3qjnOKrha",FALSE,0,NA,2018-03-26 13:41:04,TRUE,NA,"978265580817080321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevira",0,FALSE,FALSE,NA,NA
